Unnamed: 0,id_hourse,Addresse,Titre,Prix,Surface,Nb_piece,Nb_chambre,Parking,Jardin,Ascenseur,Terrasse,Garage,Prix_sur,Reference,Date_publication,Date_modification,Titre_description,Description
109,ES91_714,Évry 91000 (Village),"Achat maison 4 pièces 87 m², Évry - 324 000 €",324 000 €,87 m²,4 pièces,3 chambres,,Jardin,,,,3 724 €/m²,Réf. de l’annonce : 4214kw,Publiée le 25 nov. 2020,Modifiée le 26 nov. 2020,Descriptif de cette maison à vendre de 4 pièces et 87 m²,"Maison Evry Courcouronnes 4 pièce(s) 87 m2. Secteur prisé pour cette maison située sur EVRY Village à proximité des bords de Seine .
4 pièces élevée sur sous sol total , 305 m2 de terrain clos de murs et comprenant: Entrée, séjour/salon, cuisine ouverte aménagée, 3 chambres, salle de bain, wc, garage.
Rare!
Eric FROIDUROT, immatriculé au Registre Spécial des Agents Commerciaux du Tribunal de Commerce d'Evry sous le numéro 878207893.Me contacter au : Voir le téléphone"
110,ES91_715,Le Plessis-Pâté 91220,"Achat maison 6 pièces 107 m², Le Plessis-Pâté - 369 000 €",369 000 €,107 m²,6 pièces,4 chambres,,Jardin,,,,3 449 €/m²,Réf. de l’annonce : 858998,Publiée le 25 nov. 2020,Modifiée le 29 nov. 2020,Descriptif de cette maison à vendre de 6 pièces et 107 m²,"Vente Maison/villa 6 pièces. iad France - Estelle BARGAIN (Voir le téléphone ) vous propose : Mode de vie de plein pied pour ce joli pavillon parfaitement entretenu sans aucun travaux à prévoir, situé dans un secteur pavillonnaire calme. D'une surface habitable de 107m2 environ, il est édifié sur une belle parcelle close et arborée de 575m2 environ.
Il se décompose comme suit :
1 grande entrée avec placards, 1 cuisine équipée et aménagée avec accès au garage, 1 double séjour avec cheminée et triple accès sur la terrasse et le jardin, 1 WC, 1 SDE, 1 couloir avec de nombreux rangement, 4 chambres dont une suite parentale avec salle de bain et dressing.
Les plus : isolation des combles, chaudière gaz de ville récente, fenêtres PVC double vitrages, porte de garage électrique, terrasse et jardin orientés plein sud, proche écoles primaire et maternelle..
Venez vite vous y installer en famille !
Honoraires d’agence à la charge du vendeur.Information d'affichage énergétique sur ce bien : DPE D indice 215 et GES E indice 50. La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Estelle BARGAIN (ID 32325), Agent Commercial mandataire en immobilier immatriculé au Registre Spécial des Agents Commerciaux (RSAC) du Tribunal de Commerce de EVRY sous le numéro 820 530 095.
Retrouvez tous nos biens sur notre site internet. (lien supprimé)"
111,ES91_716,Sainte-Geneviève-des-Bois 91700 (Le Perray),"Achat maison 6 pièces 120 m², Sainte-Geneviève-des-Bois - 345 000 €",345 000 €,120 m²,6 pièces,5 chambres,2 places de parking,Jardin,,,,2 875 €/m²,,Publiée le 24 nov. 2020,Réf. de l’annonce : 248321MCO,Descriptif de cette maison à vendre de 6 pièces et 120 m²,"91700 - Maison - Sainte Geneviève des bois 6 pièce(s) 120 m². 91700 - Sainte Geneviève des Bois: Belle exclusivité située dans le quartier recherché du vieux Perray, à 5 min à pied de la gare (sans les nuisances) et ses commerces, des promenades du parc de l'orge, des écoles de la Boële et lycée Jules Ferry. Cette maison de 6 pièces 120 m² environ est composée : d'une cuisine indépendante, un salon - salle à manger, 5 chambres, salle d'eau et salle de bain, WC séparé, cave, véranda, chauffage gaz, fenêtres PVC double vitrage, le tout sur un terrain arboré de 310 m² environ. Ce bien vous est proposé au prix de 345 000 euros, honoraires à la charge du vendeur. Pour plus de renseignements contactez Mr Marc Cornero votre mandataire indépendant du réseau Propriétés Privées au Voir le téléphone . Mandat de vente N° 248312 - RCS 829 541 804 R.S.A.C Evry.
Adresse du siège: SAS PROPRIETES PRIVEES - ZAC du chêne ferré - 44 allée des cinq continents 44120 VERTOU - Carte professionnelle CPI 4401 2016 000 010 388, CCI Nantes-Saint Nazaire - RCS NANTES 487 624 777"
112,ES91_717,Corbeil-Essonnes 91100 (Centre-ville),"Achat maison 4 pièces 91 m², Corbeil-Essonnes - 225 000 €",225 000 €,91 m²,4 pièces,3 chambres,,Jardin,,,,2 473 €/m²,Réf. de l’annonce : 401,Publiée le 24 nov. 2020,Modifiée le 25 nov. 2020,Descriptif de cette maison à vendre de 4 pièces et 91 m²,"Corbeil Essonnes_Maison - 4 pièces - 91 m². Située à CORBEIL-ESSONNES proche de toutes commodités et des transports, venez découvrir cette maison 4 pièces de 91 m² édifiée sur un sous-sol total avec un terrain de 237 m² .
La maison et composée :
- au rez-de-chaussée : d'un salon, une cuisine indépendante, une salle de bains et un wc séparé.
- A l'étage : trois chambres, un point d'eau
- un sous-sol
Travaux à prévoir.
Vous souhaitez en savoir plus ? Contactez votre agence Stéphane Plaza Immobilier de Mennecy !"
113,ES91_718,Orsay 91400 (Mondétour),"Achat maison 4 pièces 55 m², Orsay - 320 000 €",320 000 €,55 m²,4 pièces,2 chambres,2 places de parking,Jardin,,,,5 818 €/m²,Réf. de l’annonce : 979,Publiée le 24 nov. 2020,Modifiée le 24 nov. 2020,Descriptif de cette maison à vendre de 4 pièces et 55 m²,"Maison vendue louée Orsay Mondétour. Le groupe LAVIL vous propose en exclusivité cette maison, louée 1320 située dans le quartier résidentiel de Mondétour. Proche accès de la N118, des commerces et écoles.
Idéal pour un investisseur, vous aurez la possibilité d'aménager le garage en studio pour augmenter la rentabilité."
114,ES91_719,Angerville 91670,"Achat maison 4 pièces 84 m², Angerville - 220 000 €",220 000 €,"84,40 m²",4 pièces,3 chambres,,Jardin,,,1 garage,2 607 €/m²,Réf. de l’annonce : TMAI116997,Publiée le 22 nov. 2020,Modifiée le 23 nov. 2020,Descriptif de cette maison à vendre de 4 pièces et 84 m²,"Vente : maison 4 pièces à Angerville - EXCLUSIVITÉ - EN BON ÉTAT GÉNÉRAL
À vendre : à Angerville (91670) venez découvrir cette maison T4 de 84,7 m². Elle s'agence comme suit : trois chambres et une cuisine indépendante. Elle inclut aussi une salle de bains. Un chauffage fonctionnant au gaz est installé dans la maison.
Le terrain de la propriété s'étend sur 264 m².
C'est une maison de 2 niveaux construite en 2010 et de standing. Cette maison est en bon état général. Concernant le stationnement de vos véhicules, cette maison possède un garage.
Le bien est situé dans la commune d'Angerville, non loin du centre-ville. On trouve des établissements scolaires maternelles et élémentaires à moins de 10 minutes du bien : l'École Élémentaire le Petit Nice et l'École Maternelle le Petit Nice. Niveau transports en commun, il y a une gare à quelques pas de la maison. On trouve un bureau de poste et plusieurs restaurants à quelques pas du logement. Enfin un marché anime le quartier le mardi matin.
. Honoraires à la charge du vendeur. Vous pouvez consulter les barèmes d'honoraires à l'adresse suivante : Voir les barèmes des honoraires"
115,ES91_720,Soisy-sur-Seine 91450,"Achat maison 9 pièces 310 m², Soisy-sur-Seine - 2 421 052 €",2 421 052 €,310 m²,9 pièces,5 chambres,,Jardin,,Terrasse,,7 810 €/m²,Réf. de l’annonce : 857502,Publiée le 21 nov. 2020,Modifiée le 26 nov. 2020,Descriptif de cette maison à vendre de 9 pièces et 310 m²,"Vente Maison/villa 9 pièces. iad France - Fabrice FAIVRE (Voir le téléphone ) vous propose : A VENDRE - SOISY sur SEINE (91450) - Quartier: Le PARC des DONJONS - PROPRIÉTÉ de 9 pièces principales (310m2 environ habitable / 525m2 environ utile) style BRETONNE sur un BEAU terrain clos et sans vis à vis de 10 368m2 environ comprenant: hall cathédrale avec WC et vestiaire, salon traversant (Est - Ouest) avec cheminée de 40m2 environ, bibliothèque de 28m2 environ avec parquet massif, salle à manger de 19m2 environ attenante à la cuisine équipée donnant accès sur une terrasse en bois composite de 67m2 environ, 1 suite parentale disposant d'une salle de bains + WC et dressing aménagé, 1 grande chambre avec son dressing aménagé, garage 2 voitures. A l'étage: palier avec vide sur hall, 1 suite parentale de 33m2 environ + salle de bains + WC et dressing aménagé, 2 chambres avec placards aménagés, salle de bains, WC, placards. Grenier aménagé du garage en salle de jeux avec billard et grand espace salon. Un sous-sol partiel en dessous du garage aménagé en 2 caves à vins et chaufferie (chauffage gaz de ville avec chaudière neuve de marque FRISQUET). Tuiles ardoises, charpente traditionnelle, crépi extérieur refait, vide sanitaire, belle hauteur sous plafond. Proximité écoles, commerces et transports (RER D, A6, A5, RN7, RN20, N118, N104). Contactez-moi par téléphone ou par mail, pour convenir d'un rendez-vous.
Honoraires d’agence à la charge du vendeur.Information d'affichage énergétique sur ce bien : DPE D indice 177 et GES E indice 41. La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M. Fabrice FAIVRE (ID 25954), Agent Commercial mandataire en immobilier immatriculé au Registre Spécial des Agents Commerciaux (RSAC) du Tribunal de Commerce de Evry sous le numéro 403218852.
Retrouvez tous nos biens sur notre site internet. (lien supprimé)"
116,ES91_721,Corbeil-Essonnes 91100 (Pressoir - Prompt),"Achat maison 6 pièces 120 m², Corbeil-Essonnes - 318 000 €",318 000 €,120 m²,6 pièces,5 chambres,,Jardin,,,,2 650 €/m²,Réf. de l’annonce : 852890,Publiée le 20 nov. 2020,Modifiée le 23 nov. 2020,Descriptif de cette maison à vendre de 6 pièces et 120 m²,"Vente Maison/villa 6 pièces. iad France - Fatima LADJALI (Voir le téléphone ) vous propose : En Exclusivité !!!! Attardez vous sur cette belle Maison À Corbeil, dans quartier calme, proche de l'autoroute A6 et du Coudray-Montceaux, cette magnifique maison comprenant:
- au premier niveau un grand salon séjour avec cheminée, une cuisine ouverte, équipée et aménagée, une chambre donnant sur une terrasse de 40 m² environ .
- À l'étage, quatre chambres toutes avec placards de rangements, 1 WC, une salle de bain et un bureau. Comble aménagé.
- Un sous-sol total de cinq pièces,
le tout sur un terrain de 611 m² environ. Cette maison est idéale pour une grande famille.
Honoraires d’agence à la charge du vendeur.Information d'affichage énergétique sur ce bien : DPE E indice 291 et GES E indice 51.6. La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Fatima LADJALI (ID 10381), Agent Commercial mandataire en immobilier immatriculé au Registre Spécial des Agents Commerciaux (RSAC) du Tribunal de Commerce de EVRY sous le numéro 801 322 520.
Retrouvez tous nos biens sur notre site internet. (lien supprimé)"
117,ES91_722,Quincy-sous-Sénart 91480,"Achat maison 7 pièces 156 m², Quincy-sous-Sénart - 511 000 €",511 000 €,156 m²,7 pièces,5 chambres,,Jardin,,Terrasse,,3 276 €/m²,Réf. de l’annonce : 856813,Publiée le 20 nov. 2020,Modifiée le 29 nov. 2020,Descriptif de cette maison à vendre de 7 pièces et 156 m²,"Vente Maison/villa 7 pièces. iad France - Dorothée MONTCHARMONT (Voir le téléphone ) vous propose : QUINCY SOUS SENART Pavillon individuel construction traditionnelle 2006 7 pièces comprenant :
Au rez-de-chaussée :
Une entrée carrelée avec placard sous escalier desservant la pièce de vie salon cheminée insert salle à manger accès terrasse. Cuisine équipée, buanderie, grand garage. Une chambre bureau, une SDE avec wc.
Au 1er étage :
Palier desservant 2 grandes chambres toutes avec placards dont une avec dressing, la 4 ème chambre est actuellement transformée en un grand dressing. Une 5ème chambre existe au-dessus du garage avec SDE et WC.
Salle de bains avec douche et WC.
Les extérieurs :
Terrasses, chalet, portail électrique, portes de garage automatiques.
De très belles prestations aucun travaux ne sont à prévoir.
Aucun vis-à-vis beau jardin arboré.
Honoraires d’agence à la charge du vendeur.Information d'affichage énergétique sur ce bien : DPE D indice 192 et GES C indice 11. La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mme Dorothée MONTCHARMONT (ID 28053), Agent Commercial mandataire en immobilier immatriculé au Registre Spécial des Agents Commerciaux (RSAC) du Tribunal de Commerce de créteil sous le numéro 829307123.
Retrouvez tous nos biens sur notre site internet. (lien supprimé)"
118,ES91_723,Verrières-le-Buisson 91370 (Ferme - Saint-Fiacre),"Achat maison 13 pièces 482 m², Verrières-le-Buisson - 2 528 000 €",2 528 000 €,482 m²,13 pièces,6 chambres,5 places de parking,Jardin,,,5 garages,5 063 €/m²,,Publiée le 19 nov. 2020,Réf. de l’annonce : 252002PRS,Descriptif de cette maison à vendre de 13 pièces et 482 m²,"VERRIERES-LE-BUISSON - Maison de 13 pièces 482 m2 sur terrain 1748 m2. VERRIERES-LE-BUISSON - Très grande maison de standing de 13 pièces, 482 m² habitables sur terrain de 1748 m².
Immense pièce de vie avec triple exposition très lumineuse.
Au calme, sans aucun vis-à-vis. A 5 min à pied du centre-ville.
Au RDC :
Hall d'entrée, cuisine ouverte sur vaste séjour cathédrale de plain-pied sur terrasses sud, ouest et est.
Piscine intérieure avec sauna, salle d'eau et wc. Accès de plain-pied sur la terrasse exposée plein sud. Accès depuis le séjour.
Suite parentale avec salle d'eau et grand dressing, wc. 1 Chambre.
Studio avec cuisine équipée, salle d'eau et wc. Entrée indépendante. Communiquant avec maison. Idéal pour profession libérale, jeune fille au pair, jeune adulte, ...
Au 1er étage :
Mezzanine sur séjour. Dégagement, 4 belles chambres avec terrasse, salle d'eau, wc.
Au sous-sol entièrement carrelé :
Garage 5 voitures avec porte électrique, discothèque avec cuisine/bar équipés, cave à vin, local technique (chaufferie, piscine), local de rangement, wc.
Terrain joliment arboré, sans vis-à-vis. Portail électrique, visiophone, arrosage automatique.
Prix : 2 528 000 euros dont 3.60% TTC d'honoraires à la charge de l'acquéreur soit 2 440 154 euros hors honoraires.
Visites 7j/7, horaires étendus.
Pour visiter, merci de me contacter : Stéphane PATHIER - Voir le téléphone - Contacter 
Agissant sous le statut d'agent commercial auprès de la SAS PROPRIETES PRIVEES. RSAC 843 332 149 EVRY. Mandat réf : 215153 - SAS PROPRIETES PRIVEES - 44 Allée des Cinq Continents - Bâtiment C - ZAC Le Chêne Ferré - 44120 VERTOU, Carte professionnelle CPI 4401 2016 000 010 388 CCI Nantes-Saint Nazaire. RCPRO Galian police n° 127 124 335.
Le professionnel sécurise et garantit votre projet.
Prix : 2 528 000 euros HAI dont 3.60 % honoraires TTC à la charge de l'acquéreur."
119,ES91_724,Viry-Châtillon 91170 (Port - Aviation),"Achat maison 5 pièces 116 m², Viry-Châtillon - 385 000 €",385 000 €,116 m²,5 pièces,4 chambres,1 place de parking,Jardin,,,,3 319 €/m²,Réf. de l’annonce : 510,Publiée le 19 nov. 2020,Modifiée le 6 déc. 2020,Descriptif de cette maison à vendre de 5 pièces et 116 m²,"Viry-Châtillon bas quartier recherché - Maison en parfait état - sous-sol total aménagé d'une cuisine d'été donnant sur une terrasse, 1 chambre, un atelier et garage Au rez-de-chaussée surélevé une entrée dessert une cuisine équipée une salle d'eau un wc et un séjour de 30m² dans les combles aménagés 3 chambres dressing. Chauffage Gaz de ville Extérieur et Intérieur soignés Stationnement 2 voitures possibles en plus du garage Le tout sur un terrain de 413m²"
120,ES91_725,Corbeil-Essonnes 91100 (Rive droite),"Achat maison 4 pièces 66 m², Corbeil-Essonnes - 198 000 €",198 000 €,66 m²,4 pièces,3 chambres,,,,,,3 000 €/m²,Réf. de l’annonce : 852934,Publiée le 19 nov. 2020,Modifiée le 8 déc. 2020,Descriptif de cette maison à vendre de 4 pièces et 66 m²,"Vente Maison/villa 4 pièces. iad France - Caroline LAHCEN (Voir le téléphone ) vous propose : En exclusivité à CORBEIL-ESSONNES: Maison de ville de type Meulière, mitoyenne d'un coté, de 66 m2 environ (85 m2 environ au sol).
Une entrée dessert un couloir menant à une belle pièce vie parquetée avec cheminée et une cuisine ouverte aménagée, une salle d'eau avec WC et un cellier.
A l'étage, un palier dessert trois chambres dont une avec une salle d'eau et un WC.
Une cave voutée de 22 m2 environ complète ce bien.
A proximité des transports, des commerces, des écoles et des axes routiers (Francilienne et A6).
Mieux qu'un appartement, pas de charges de copropriété, à visiter sans tarder! Disponible 7J/7J.
Honoraires d’agence à la charge du vendeur.Information d'affichage énergétique sur ce bien : DPE VI indice 0 et GES VI indice 0. La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de Mlle Caroline LAHCEN (ID 34449), Agent Commercial mandataire en immobilier immatriculé au Registre Spécial des Agents Commerciaux (RSAC) du Tribunal de Commerce de Evry sous le numéro 844 468 546.
Retrouvez tous nos biens sur notre site internet. (lien supprimé)"
