,Unnamed: 0,id_hourse,Addresse,Titre,Prix,Surface,Nb_piece,Nb_chambre,Parking,Jardin,Ascenseur,Terrasse,Garage,Prix_sur,Reference,Date_publication,Date_modification,Titre_description,Description
41,41,PA75_42,Paris 5e 75005 (Val de Grâce),"Achat maison 7 pièces 179 m², Paris 5e - 4 500 000 €",4 500 000 €,"178,66 m²",7 pièces,5 chambres,,Jardin,,,,"24,4k €/m²",Réf. de l’annonce : 10886,Publiée il y a plus de 2 mois,Modifiée le 19 nov. 2020,Descriptif de cette maison à vendre de 7 pièces et 179 m²,"Bien d'exception à proximité du Val de Grâce et du jardin du Luxembourg. Au calme, dans une petite enclave de verdure, venez découvrir une magnifique demeure sur trois niveaux bordée d'un jardin de 150 m². Elle dispose de deux salons, cinq chambres et d'une grande cuisine. Vous serez séduit par le cachet de l'ancien avec ses parquets, ses très belles moulures et cheminées, ses superbes détails architecturaux, sa grande luminosité et son absence de vis-à-vis. Un grand sous-sol ainsi qu'un box fermé viennent compléter ce bien. Sectorisation Lavoisier Proche des commerces et écoles, RER Luxembourg, bus 21 27 24 91."
42,42,PA75_43,Paris 14e 75014 (Mouton - Duvernet),"Achat maison 3 pièces 57 m², Paris 14e - 372 000 €",372 000 €,57 m²,3 pièces,2 chambres,,,,,,Rente : 669 €/mois,Réf. de l’annonce : 2020-A016,Publiée il y a plus de 2 mois,Modifiée le 10 nov. 2020,Descriptif de cette maison à vendre de 3 pièces et 57 m²,"Vente à terme, F 79 ans, Paris 14e. Auxilio-Immo vous propose d'investir dans un appartement avec un rendement locatif optimisé pendant 12 ans (pas de carence, pas de fiscalité locative). Vous faites l'acquisition d'un appartement occupé, moyennant une forte décote sur le prix qui compense l'absence de loyers.
A 100m de la rue Daguerre, offrant une vue charmante sur la Place Denfert-Rochereau, le square de l'Abbé Migne et le Pavillon Ledoux.
L'appartement de 3 pièces bien distribuées, se situe au deuxième étage au sein d'une petite copropriété. Il propose de beaux volumes équilibrés avec une hauteur sous plafond confortable.
L'accès immédiat sur la promenade de l'avenue René Coty vous mène tout droit vers le Parc Montsouris et ses 15 ha de parc à l'anglaise.
Situé dans un quartier très commerçant, au pied des transports en commun (RER B, Mo4 et 6, bus) et tout proche de lieux de culture remarquables et fréquentés, les grandes universités ainsi que les gares SNCF sont atteintes très rapidement.
Vous achetez la pleine propriété et bénéficiez de la décote liée au droit d'occupation temporaire (12 ans).
Vous bénéficiez de l'effet de levier en achetant cet appartement grâce à un crédit-vendeur sur 12 ans (vente à terme).
Un mécanisme de garantie acquéreur sera mis en place pour couvrir tout risque d'occupation au delà du terme.
Dans le cas où l'appartement serait libéré avant terme (12 ans), vous en aurez l'usage et un complément de prix sera appelé. La cave est incluse dans le lot.
Paiement comptant = 372 000 euros (HAI) + Mensualités pendant 12 ans = 669 euros (réévaluées en cas de forte inflation)."
43,43,PA75_44,Paris 8e 75008 (Triangle d'Or),"Achat maison 5 pièces 180 m², Paris 8e - 1 140 000 €",1 140 000 €,180 m²,5 pièces,4 chambres,,,,,,6 032 €/m²,Réf. de l’annonce : Peniche,Publiée il y a plus de 2 mois,Modifiée le 4 déc. 2020,Descriptif de cette maison à vendre de 5 pièces et 180 m²,"Coup de coeur.... ** RARE ** JARDIN DES TUILERIES** IDÉALEMENT SITUÉ, à proximité de la Place de la Concorde et de l'Assemblée Nationale, d'une superficie d'environ 180 m², nous vous proposons une PÉNICHE. Elle est actuellement divisée en 3 parties mais offre plusieurs possibilités d'aménagement en fonction de ses besoins ! Elle comprend un appartement principal composé d'une belle pièce à vivre, d'une cuisine, de deux chambres, d'une salle de bains avec WC séparés et de deux appartements studio et 2 pièces. Qu'il s'agisse d'un pied à terre, ou d'une résidence principale, ce bien est une opportunité exceptionnelle pour demeurer au coeur de Paris. Stationnement voiture devant. ** EXCLUSIVITÉ PARIS SEINE ** - 59, rue du Cherche-Midi - 75006 Paris (ACHAT - VENTE - LOCATION - GESTION - ÉVALUATION OFFERTE SOUS 24 H). dont 5.00 % honoraires TTC à la charge de l'acquéreur."
44,44,PA75_45,Paris 15e 75015 (Alleray - Procession),"Achat maison 6 pièces 150 m², Paris 15e - 1 800 000 €",1 800 000 €,150 m²,6 pièces,4 chambres,,Jardin,,Terrasse,,12k €/m²,,Publiée le 2 déc. 2020,Réf. de l’annonce : 1KBEuRzfH,Descriptif de cette maison à vendre de 6 pièces et 150 m²,"Maison - 6 pièces - 150 m² - Paris 75015. Nous vous conseillons de demander à visiter dans un premier temps ce bien en visio conférence ! Notre conseiller reste disponible.
WELMO, la 1ère agence immobilière en ligne, vous présente :
EXCLUSIVITÉ - RARE - PARIS XVe - VAUGIRARD - MAISON DE VILLE - EXPOSÉ SUD - CALME - TERRASSE - JARDIN
Vous souhaitez visiter ce bien ? Planifiez directement une visite sur le site WELMO avec la référence : CihV4BF6Az
WELMO vous présente en EXCLUSIVITÉ, idéalement localisée à proximité de la rue de Vaugirard et de ses commerces, cette Maison individuelle de 6 pièces, 4 chambres d’une surface de 148m2 avec sa cour-jardin de 26m2, véritable have de paix à l’abri des regards. Elle se compose en rez-de-jardin, d’une pièce à vivre, d’une salle à manger, d’une cuisine, d’une véranda et d’un WC indépendant. Au premier niveau : de deux chambres dont l’une avec terrasse, d’une salle d’eau. Au deuxième niveau : de deux chambres, d’un dressing, d’une salle de bains et d’un WC indépendant. Au sous-sol : d’une cave et d’une buanderie.
Charges prévisionnelles annuelles : 0 €
WELMO, commission de 2,9% à la charge de l'acquéreur incluse dans le prix de vente affiché"
45,45,PA75_46,Paris 20e 75020 (Belleville),"Achat maison 7 pièces 179 m², Paris 20e - 2 290 000 €",2 290 000 €,"178,61 m²",7 pièces,5 chambres,,,,1 terrasse,,"12,3k €/m²",Réf. de l’annonce : 10639,Publiée le 1 déc. 2020,Modifiée le 8 déc. 2020,Descriptif de cette maison à vendre de 7 pièces et 179 m²,"QUARTIER JOURDAIN Century 21 Pyrénées vous propose au calme d'une rue, deux maisons atypique , beau volume, baignée de soleil, avec trois entrées indépendante, ascenseur, avec terrasse de 36 m2 environ plein sud sans vis a vis avec un accès directe à un atelier avec possibilité d être indépendant et d extension. Contacter Jerome Voir le téléphone ."
46,46,PA75_47,Paris 8e 75008 (Monceau - Malesherbes),"Achat maison 6 pièces 191 m², Paris 8e - 3 690 000 €",3 690 000 €,191 m²,6 pièces,3 chambres,,,,,,"19,3k €/m²",,Publiée le 30 nov. 2020,Réf. de l’annonce : 4426739,Descriptif de cette maison à vendre de 6 pièces et 191 m²,"Paris VIIIe - Parc Monceau. A deux pas du parc Monceau et du marché Treilhard, charmante maison de 225 m² de style néoclassique sur 3 niveaux et cour privative de 30 m² environ. Offrant de beaux volumes et une très belle luminosité, elle se compose comme suit :
- au rez-de-chaussée : une galerie d’entrée, un salon, un petit salon, une salle à manger, toilettes invitées, une cuisine équipée et une pièce à aménager.
- au 1er étage : une chambre parentale, un grand dressing, une salle de bains avec toilettes, 2 autres chambres et une salle de bains avec douche et toilettes. 
- au sous-sol : une cave, une grande buanderie, une chaufferie et toilettes séparées (possibilité d’aménager le sous-sol en studio indépendant). 
Un permis de construire a été obtenu pour surélever la maison d'un niveau et former un toit-terrasse. Très rare dans le quartier, cette maison au calme est proche des écoles et des commerces."
47,47,PA75_48,Paris 14e 75014 (Pernety),"Achat maison 8 pièces 165 m², Paris 14e - 1 695 000 €",1 695 000 €,165 m²,8 pièces,5 chambres,,,,1 terrasse,,333 €/m²,Réf. de l’annonce : 1298,Publiée le 28 nov. 2020,Modifiée le 1 déc. 2020,Descriptif de cette maison à vendre de 8 pièces et 165 m²,"PARIS XIVème. Dans un secteur calme, a proximité des commerces et transports, nous vous proposons cette charmante maison de ville individuelle construite sur 4 niveaux. Elle vous séduira grâce a son calme, sa lumineuse et sa terrasse de 13m². Le bien se compose : au rez-de-chaussée d'un studio indépendant. Au premier étage: deux chambres, une kitchenette et une salle de bains. Au deuxième étage: un séjour avec balcon, une cuisine donnant sur la terrasse, un bureau ainsi que des WC séparés. Au troisième étage: 3 chambres et une salle de bains. Un garage et une cave complète ce bien."
48,48,PA75_49,Paris 12e 75012 (Aligre - Gare de Lyon),"Achat maison 7 pièces 97 m², Paris 12e - 1 290 000 €",1 290 000 €,97 m²,7 pièces,4 chambres,,,,,,"13,3k €/m²",Réf. de l’annonce : CM11012,Publiée le 27 nov. 2020,Modifiée le 4 déc. 2020,Descriptif de cette maison à vendre de 7 pièces et 97 m²,"RUE CREMIEUX. Située au centre de la célèbre rue Crémieux,
Une maison composée au rez-de-chaussée : d'un double séjour de 26m2.
Au premier étage : deux chambres, un bureau et une salle d'eau.
Au second étage : deux chambres avec une salle de bains et WC .
Au sous-sol, la maison dispose d'une cuisine dinatoire, de WC et d'un espace de rangement pouvant faire office de cave ."
49,49,PA75_50,Paris 3e 75003 (Sainte-Avoye),"Achat maison 4 pièces 116 m², Paris 3e - 1 680 000 €",1 680 000 €,"115,90 m²",4 pièces,2 chambres,,,,,,"14,5k €/m²",Réf. de l’annonce : M1559MJBG,Publiée le 24 nov. 2020,Modifiée le 25 nov. 2020,Descriptif de cette maison à vendre de 4 pièces et 116 m²,"Paris 3e - RAMBUTEAU - Loft à vendre - 4 pièces - 115,90m² Carrez - 2 chambres. Au coeur du Marais, au sein d'une charmante copropriété, à l'abri des regards indiscrets, superbe loft en parfait état de 115,90m² loi Carrez. Le plan comporte de superbes espaces aux beaux volumes: une entrée, un séjour, une salle à manger, une cuisine dinatoire, deux chambres, une salle de douche et des toilettes. Ce loft, totalement au calme, est baigné de lumière grâce à ses ouvertures zénithales.
Copropriété de 141 lots (Pas de procédure en cours).
Charges annuelles : 3684.00 euros."
50,50,PA75_51,Paris 18e 75018 (Porte de Clignancourt - Porte Montmartre - Moskowa),"Achat maison 8 pièces 107 m², Paris 18e - 1 270 000 €",1 270 000 €,107 m²,8 pièces,3 chambres,,,,,,"11,9k €/m²",Réf. de l’annonce : 2965,Publiée le 5 nov. 2020,Modifiée le 3 déc. 2020,Descriptif de cette maison à vendre de 8 pièces et 107 m²,"Maison Paris 8 pièce(s) 107 m2. A DISTANCE MAIS TOUJOURS A VOTRE ECOUTE. CONTACTEZ NOUS; VILLA DES TULIPES / IMP. ALEXANDRE LECUYER - Au coeur de la Villa des Tulipes, dans le 18ème arrondissement, venez découvrir cette maison familiale de 107m² habitables entièrement à réhabiliter sur 2 niveaux. En plus du grenier et de la cave, il vous sera possible de créer une surélévation. Traversante, l'exposition sud de la terrasse existante (20m²) vous permettra de profiter du soleil au calme. La maison possède 2 entrées distinctes et une possibilité de garage pour voiture.
Proximité avec les commerces, les écoles et les transports.
Visite virtuelle consultable sur l'annonce à côté de l'onglet photo."
51,51,PA75_52,Paris 16e 75016 (Auteuil-Nord - Jasmin - Mirabeau),"Achat maison 7 pièces 197 m², Paris 16e - 3 350 000 €",3 350 000 €,197 m²,7 pièces,5 chambres,,,,Terrasse,,"16,6k €/m²",Réf. de l’annonce : 2020101201,Publiée le 12 oct. 2020,Modifiée le 17 nov. 2020,Descriptif de cette maison à vendre de 7 pièces et 197 m²,"JASMIN - MAISON AVEC JARDIN. Jasmin, très au calme en retrait d'une voie privée, maison familiale ouvrant sur une joli jardin verdoyant de 150m2. D'une surface de 197 m2 (190.41 m2 habitables), la maison se compose d'un vaste séjour et d'une cuisine séparée donnant tous deux de plain pied sur le jardin , de deux chambres et une salle de bains en rez de chaussée, de deux chambres et deux salles de bains au 1er étage, d'une grande suite parentale au 2è étage, elle-même composée d'une chambre, et une salle de bain et un salon ouvrant une terrasse de 9m2."
52,52,PA75_53,Paris 13e 75013 (Patay - Masséna),"Achat maison 6 pièces 226 m², Paris 13e - 1 750 000 €",1 750 000 €,226 m²,6 pièces,4 chambres,,Jardin,,Terrasse,,7 434 €/m²,Réf. de l’annonce : TE3-1412,Publiée le 1 déc. 2020,Modifiée le 3 déc. 2020,Descriptif de cette maison à vendre de 6 pièces et 226 m²,"Paris 13 - Patay/Masséna - Maison 1930 6p - Terrasses - Jardin - Cour. Paris 13 - Masséna - En léger retrait de la rue, cette insoupçonnable et agréable maison 1930 a été remaniée avec goût sur 4 niveaux principaux. Accès par le rez-de-chaussée au 1er niveau traversant et astucieusement décloisonné. Double séjour, cuisine US et espace bureau indépendant. Une véranda prolonge l’espace vers une terrasse et un petit jardin arboré sans vis-à-vis dans un environnement calme et lumineux. Au second, 2 belles chambres, dont une avec vue sur jardin, salle de bains avec wc. Au 4ème niveau, mezzanine avec chambre sous combles. Au rez-de chaussée, garage (5ème chambre poss.), cave, 1 grande chambre avec lumière zénithale située sous la terrasse, salle de bains avec douche et wc, espace buanderie, wc indépendant, bureau. Nombreux rangements.
L'ESPACE EXTÉRIEUR : l’espace de vie est prolongé par une agréable terrasse d’environ 23 m² avec petit jardin joliment arboré exposé Nord-Ouest, accessible par la véranda. Abri de jardin.
TERRASSES ET JARDINS - RIVE GAUCHE - Voir le téléphone"
53,53,PA75_54,Paris 12e 75012 (Bel-Air - Sud),"Achat maison 2 pièces 27 m², Paris 12e - 349 800 €",349 800 €,"26,64 m²",2 pièces,1 chambre,,,,,,"12,4k €/m²",Réf. de l’annonce : 415,Publiée le 28 oct. 2020,Modifiée le 8 déc. 2020,Descriptif de cette maison à vendre de 2 pièces et 27 m²,"Maison individuelle - Surélévation possible - Michel Bizot. Paris 12è arrondissement - Secteur Michel Bizot / Bel Air sud - Métro ligne 8 et 6 - Valeur Immo Paris by KW vous présente cette maison individuelle d'une superficie de 27M² en surface habitable (40M² au sol en surface totale) située rue Louis Braille.
Bien individuel entièrement à rénover. Surélévation possible. Fort Potentiel de transformation. Disposition sur 3 niveaux : Pièce de vie en RDC, Chambre avec salle d'eau à l'étage, Cuisine en sous-sol.
Transformation possible en commerce. Très bon emplacement.
Annonce publiée par Nicolas BORGE joignable au Voir le téléphone . Valeur Immo Paris, SASU au capital de 5000 euros, RCS Créteil 881107668."
54,54,PA75_55,Paris 20e 75020 (Père Lachaise - Réunion),"Achat maison 5 pièces 116 m², Paris 20e - 1 390 000 €",1 390 000 €,116 m²,5 pièces,4 chambres,,,,,,12k €/m²,Réf. de l’annonce : VM458-YOURIGIN2,Publiée le 23 oct. 2020,Modifiée le 8 déc. 2020,Descriptif de cette maison à vendre de 5 pièces et 116 m²,"T5 - PARIS - 115m2. Paris 20ème Arrondissement, Yourigin vous propose une maison de 115m2 composé de cinq pièces. Au rez-de-chaussée le séjour et le coin cuisine sont bénéficient d'une surface de 40m2. A l'étage, trois belles chambres, une suite parentale et une buanderie. Une cave complète se bien.
A proximité du cimetière du Père Lachaise, venez découvrir une résidence haut de gamme et sécurisée.
Contact : Pierre Derognat Voir le téléphone 
Contacter 
Paris 20th District, Yourigin offers you a beautiful house in a luxury residence. This house has 100 square meters. On the ground floor you will find a large living room and open kitchen of 40 square meters. Three bedrooms and one master. A bathroom, laundry room and a separate toilet. A cellar completes this property.
The location of the property is near the worldwide famous 'Père Lachaise Cemetery'. You will enjoy the Parisian spirit and way of life!
Contact us: Pierre Derognat Voir le téléphone 
Contacter 
Mandat N° 164. Dans une copropriété de 33 lots. Aucune procédure n'est en cours. Nos honoraires : Voir les barèmes des honoraires"
55,55,PA75_56,Paris 20e 75020 (Belleville),"Achat maison 2 pièces 67 m², Paris 20e - 895 000 €",895 000 €,"67,23 m²",2 pièces,1 chambre,,Jardin,,,,"12,8k €/m²",Réf. de l’annonce : JOURDAIN,Publiée le 23 oct. 2020,Modifiée le 30 oct. 2020,Descriptif de cette maison à vendre de 2 pièces et 67 m²,"JOURDAIN - MAISON 2/3 Pièces 67.5 m2 + 41 m² de JARDIN. RARE !!!! EN PLEIN COEUR DU QUARTIER-VILLAGE JOURDAIN, A 250mètres du M°JOURDAIN de sa vie de quartier et au pied des Commerces. Au bout d'une allée fleurie et arborée, dans le calme le plus absolu, une MAISON de 67.23 m² BAIGNÉE DE LUMIÈRE et avec JARDIN privatif de 41m² comprenant : entrée, un double séjour de 38m² avec cheminée, exposé SUD EST donnant sur le jardin SANS VIS A VIS et disposant également d'un LARGE VELUX offrant une belle lumière ZENITHALE et avec isolation acoustique, une chambre avec également un velux (hauteur sous plafond de 3.70m) et accès au JARDIN PRIVATIF, un dégagement avec de nombreux rangements, une salle de bains avec water-closet. RARE, EMPLACEMENT PRIVILÉGIE, HAVRE DE PAIX, IDEAL MUSICIEN PROFESSIONNEL, A DÉCOUVRIR AU PLUS VITE!!! dont 4.07 % honoraires TTC à la charge de l'acquéreur.
Copropriété de 10 lots (Pas de procédure en cours).
Charges annuelles : 1536.00 euros."
56,56,PA75_57,Paris 16e 75016 (Muette-Nord - Trocadéro),"Achat maison 9 pièces 316 m², Paris 16e - 8 500 000 €",8 500 000 €,"315,82 m²",9 pièces,6 chambres,,,,,,"26,9k €/m²",Réf. de l’annonce : 4323397,Publiée il y a plus de 2 mois,Modifiée le 3 déc. 2020,Descriptif de cette maison à vendre de 9 pièces et 316 m²,"Paris XVIe - La Muette - Hôtel particulier - Voie Privée. Au cœur du quartier de la Muette, dans une très jolie voie privée, bel hôtel particulier, bénéficiant d'un jardin bien protégé. Il se compose, au rez-de-chaussée surélevé, d'une entrée, d'un salon, d'une salle à manger et d'une cuisine ; au premier étage, de la chambre principale avec salle de bains et dressing, ainsi que de deux autres chambres avec une salle de douche. Au deuxième étage, toutes les chambres ont été réunies en une très grande pièce de réception, avec une cuisine attenante. Au sous-sol se trouvent trois bureaux, une cave et la chaufferie. Cet hôtel particulier, plein de charme et extrêmement bien situé à toute proximité des écoles, des transports, et des commerces, conviendra aussi bien à une famille qu'à une utilisation mixte (profession libérale), comme c'est le cas actuellement. Trois emplacements de parking dans la voie privée complètent ce bien."
57,57,PA75_58,Paris 12e 75012 (Bel-Air - Sud),"Achat maison 6 pièces 140 m², Paris 12e - 1 980 000 €",1 980 000 €,140 m²,6 pièces,4 chambres,,,,,,"13,7k €/m²",Réf. de l’annonce : 2965,Publiée il y a plus de 2 mois,Modifiée le 28 nov. 2020,Descriptif de cette maison à vendre de 6 pièces et 140 m²,"PARIS 12ÈME - PORTE DORÉE - MAISON AVEC JARDIN À L'AGENCEMENT OPTIMAL
Au calme et à l'abri des regards, vous serez séduits par les volumes de cette belle maison et son jardin privatif de 95m². Elle se compose d'une belle pièce à vivre avec véranda de 55m² , une cuisine équipée, 3 chambres dont un bureau/chambre d'enfant, une salle de bains, une salle d'eau et un WC séparé. Un studio indépendant avec sa salle d'eau et son WC pour une 4ème chambre ou idéal pour l'exercice d'une profession libérale. Un très joli jardin arboré. À proximité du Bois de Vincennes et de toutes commodités. Très rare. Coup de coeur Imax. V2965 - DPE : E - (lien supprimé) dont 3.00 % honoraires TTC à la charge de l'acquéreur."
58,58,PA75_59,Paris 12e 75012 (Bel-Air - Sud),"Achat maison 6 pièces 140 m², Paris 12e - 1 980 000 €",1 980 000 €,140 m²,6 pièces,4 chambres,,,,,,"13,7k €/m²",Réf. de l’annonce : 2965,Publiée il y a plus de 2 mois,Modifiée le 28 nov. 2020,Descriptif de cette maison à vendre de 6 pièces et 140 m²,"PARIS 12ÈME - PORTE DORÉE - MAISON AVEC JARDIN À L'AGENCEMENT OPTIMAL
Au calme et à l'abri des regards, vous serez séduits par les volumes de cette belle maison et son jardin privatif de 95m². Elle se compose d'une belle pièce à vivre avec véranda de 55m² , une cuisine équipée, 3 chambres dont un bureau/chambre d'enfant, une salle de bains, une salle d'eau et un WC séparé. Un studio indépendant avec sa salle d'eau et son WC pour une 4ème chambre ou idéal pour l'exercice d'une profession libérale. Un très joli jardin arboré. À proximité du Bois de Vincennes et de toutes commodités. Très rare. Coup de coeur Imax. V2965 - DPE : E - (lien supprimé) dont 3.00 % honoraires TTC à la charge de l'acquéreur."
59,59,PA75_60,Paris 5e 75005 (Monge - Jussieu),"Achat maison 15 pièces 640 m², Paris 5e - 12 900 000 €",12 900 000 €,640 m²,15 pièces,8 chambres,,,,,,"20,2k €/m²",,Publiée il y a plus de 2 mois,Réf. de l’annonce : 3633870,Descriptif de cette maison à vendre de 15 pièces et 640 m²,"Paris Ve - Maison avec vue sur Notre-Dame. Au cœur du quartier latin, vaste maison Renaissance en pleine propriété d'environ 640 m² alliant modernité et charme de la vieille pierre. Édifiée sur quatre étages desservis par un ascenseur et rénovée, on y découvre au sommet, un premier salon cathédrale avec une cuisine ouvrant sur la salle à manger, puis un second salon bibliothèque, surmonté d'un bureau en mezzanine dont la terrasse arborée offre une vue sur la cathédrale Notre-Dame. Entièrement climatisé, ce bien d'exception dispose de sept chambres. Au rez-de-chaussée se trouvent d'autres pièces de réception ainsi qu'un appartement de service. En sous-sol, une superbe piscine creusée dans la roche, une salle de fitness, un sauna et une cave à vin complètent cette offre."
60,60,PA75_61,Paris 16e 75016 (Chaillot),"Achat maison 6 pièces 120 m², Paris 16e - 895 000 €",895 000 €,120 m²,6 pièces,4 chambres,,,,1 terrasse,,7 175 €/m²,Réf. de l’annonce : 202520R4,Publiée il y a plus de 2 mois,Modifiée le 8 déc. 2020,Descriptif de cette maison à vendre de 6 pièces et 120 m²,"BELLE PENICHE 4 CHAMBRES QUAI DEBILLY/PASSY. PORT DEBILLY/PASSY. PENICHE de 6 pièces non navigante de 29,52 m x 4,80 m environ 120 m2 habitable. Elle est composée à l'intérieur d'un grand séjour de 36 m2, un bureau, quatre chambres, cuisine indépendante équipée Lapeyre, salle d'eau, WC séparé, buanderie, dégagement. Belles prestations : parquet, nombreux placards. A l'extérieur une belle terrasse de 45 m2 avec une vue magnifique. Aucun vis-à-vis. LA CAMPAGNE A PARIS ! Redevances Port Autonome de Paris COT 10.000 euros/an. Certificat d'établissement flottant. Calme. Sectorisation Janson de Sailly. Métro Passy (L6), Champ de Mars Tour Eiffel (RER C). Contact (lien supprimé) Muriel Voir le téléphone . dont 3.95 % honoraires TTC à la charge de l'acquéreur."
61,61,PA75_62,Paris 18e 75018 (La Chapelle - Marx Dormoy),"Achat maison 6 pièces 126 m², Paris 18e - 1 390 000 €",1 390 000 €,"125,78 m²",6 pièces,4 chambres,,,,,,"11,1k €/m²",Réf. de l’annonce : 4115210,Publiée il y a plus de 2 mois,Modifiée le 16 nov. 2020,Descriptif de cette maison à vendre de 6 pièces et 126 m²,"Paris XVIIIe - Halle Pajol - Maison familiale avec terrasse. Cette maison de 134 m², entièrement repensée par un architecte, bénéficie d'une terrasse de 24 m² baignée de soleil. Répartie sur trois niveaux, elle se compose de la façon suivante : au niveau principal, d'une entrée desservant la cuisine, de deux chambres et d'une salle de douche avec hammam ; au niveau inférieur, d'une vaste pièce à vivre, et au niveau supérieur de deux chambres, d'une mezzanine aménagée en chambre d'appoint et d'une salle de bains avec toilettes. La maison a été réfléchie pour être économe en énergie et respectueuse de l'environnement. Exposition idéale, belles prestations, nombreux rangements."
62,62,PA75_63,Paris 20e 75020 (Belleville),"Achat maison 2 pièces 67 m², Paris 20e - 895 000 €",895 000 €,"67,23 m²",2 pièces,1 chambre,,Jardin,,,,"12,8k €/m²",Réf. de l’annonce : maison,Publiée il y a plus de 2 mois,Modifiée le 5 nov. 2020,Descriptif de cette maison à vendre de 2 pièces et 67 m²,"Maison à Paris. ** PARIS SEINE reste disponible pour VOUS pendant le confinement ! ** UNIQUE ** MAISON AVEC JARDIN ** CALME ABSOLU ** Nous vous proposons, en plein coeur du quartier Jourdain, une charmante maison avec jardin au sein d'une magnifique allée privative et arborée. D'une superficie carrez de 67.23 m², ce bien de plain-pied comprend : une entrée, un double séjour avec des baies vitrées donnant sur le jardin de 42 m², une cuisine (possibilité ouverte), une chambre et une salle de bains avec wc. Sans vis à vis et exposé Sud, ce bien vous séduira par son environnement rare à Paris !
** Paris SEINE ** - 59, rue du Cherche-Midi - 75006 Paris (ACHAT - VENTE - LOCATION - GESTION - ÉVALUATION OFFERTE SOUS 24 H). dont 4.07 % honoraires TTC à la charge de l'acquéreur.
Copropriété de 10 lots (Pas de procédure en cours)."
63,63,PA75_64,Paris 13e 75013 (Bibliothèque - Dunois - Jeanne d'Arc),"Achat maison 4 pièces 108 m², Paris 13e - 1 190 000 €",1 190 000 €,108 m²,4 pièces,3 chambres,,,,1 terrasse,,11k €/m²,Réf. de l’annonce : 2262EP,Publiée il y a plus de 2 mois,Modifiée le 5 déc. 2020,Descriptif de cette maison à vendre de 4 pièces et 108 m²,"Maison de ville à Paris. Située dans une impasse pavée et résidentielle, véritable trésor caché du 13e arrondissement, cette maison de ville en pleine propriété bénéficie d'une surface totale de 108 m² répartie sur quatre niveaux et d'une terrasse/patio de 4 m².
Au rez-de-chaussée, prennent place un garage et son bureau à outils puis une cuisine indépendante prolongée de son espace dînatoire sur le patio végétalisé.
Un escalier de distribution dessert au premier étage une pièce de vie où se côtoient, au détour d'une cheminée, un salon et un espace salle à manger. Au deuxième étage, deux belles chambres avec rangements optimisés se partagent une salle de bains.
Au dernier étage, une suite parentale avec salle d'eau et rangements complètent l'ensemble.
Le calme absolu, le charme et la convivialité de cette impasse font de cette maison familiale un lieu de vie unique à Paris.
Métro : Olympiades/Nationale
Contact : Julien - Voir le téléphone - Agent commercial - RSAC : 809 373 509 Paris."
64,64,PA75_65,Paris 15e 75015 (Citroën - Boucicaut),"Achat maison 6 pièces 270 m², Paris 15e - 2 650 000 €",2 650 000 €,270 m²,6 pièces,4 chambres,3 parkings intérieurs,,,,1 garage,9 815 €/m²,Réf. de l’annonce : GB00107462,Publiée il y a plus de 2 mois,Modifiée le 8 déc. 2020,Descriptif de cette maison à vendre de 6 pièces et 270 m²,"Maison. MAISON INDIVIDUELLE A proximité de Javel et de la rue de la Convention, Nexity vous présente cette maison atypique sur 5 niveaux avec ascenseur. Baignée par un puits de lumière desservant 4 chambres dont une suite parentale avec sa courette, une cuisine ouverte sur une spacieuse salle à manger, une salle de réception avec un beau volume de 60m² ainsi qu’une terrasse de 30m² ensoleillée pouvant être fermée. 3 places de parking et 55m² de sous-sol avec coin buanderie complètent ce bien. Visites et renseignements : Thierry Delrieu Voir le téléphone ou Contacter"
65,65,PA75_66,Paris 6e 75006 (Saint-Michel - Monnaie),"Achat maison 6 pièces 97 m², Paris 6e - 1 050 000 €",1 050 000 €,97 m²,6 pièces,3 chambres,2 places de parking,,,,,"10,8k €/m²",Réf. de l’annonce : 356,Publiée il y a plus de 2 mois,Modifiée le 26 oct. 2020,Descriptif de cette maison à vendre de 6 pièces et 97 m²,"Bateau/péniche - Klipper Hollandais de 1913 - Île de la cité - Paris 6éme. L'une des plus belles adresse de Paris, en plein coeur du quartier latin. Vues incroyables sur le pont Neuf et l'île de la cité.
Très beau gréement de 25m naviguant, un bureau en timonerie, un grand salon avec belle cheminée, une cuisine indépendante, 3 cabines (6 couchages), 1 salle de bain, 1 point d'eau, 2 WC séparés, et une clim réversible. Une terrasse de 15m2. Idéal pour les amoureux de bateaux et de Paris."
